"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p"
"group_14334","","hypothetical protein","12","0","0","656","100.0","100.0","inf","6.7015787172e-26","1.4951892276e-21","7.47594613798e-22"
"der_2","","GTPase Der","12","0","0","656","100.0","100.0","inf","6.7015787172e-26","1.4951892276e-21","7.47594613798e-22"
"group_14316","","hypothetical protein","12","1","0","655","100.0","99.8475609756","inf","8.71205233237e-25","1.94374599587e-20","1.76704181443e-21"
"group_14317","","hypothetical protein","12","1","0","655","100.0","99.8475609756","inf","8.71205233237e-25","1.94374599587e-20","1.76704181443e-21"
"group_14314","","hypothetical protein","12","1","0","655","100.0","99.8475609756","inf","8.71205233237e-25","1.94374599587e-20","1.76704181443e-21"
"group_14315","","hypothetical protein","12","1","0","655","100.0","99.8475609756","inf","8.71205233237e-25","1.94374599587e-20","1.76704181443e-21"
"group_14313","rfbC","dTDP-4-dehydrorhamnose 3,5-epimerase","12","1","0","655","100.0","99.8475609756","inf","8.71205233237e-25","1.94374599587e-20","1.76704181443e-21"
"group_14318","","hypothetical protein","12","1","0","655","100.0","99.8475609756","inf","8.71205233237e-25","1.94374599587e-20","1.76704181443e-21"
"rffH_1","","dTDP-glucose pyrophosphorylase 2","12","1","0","655","100.0","99.8475609756","inf","8.71205233237e-25","1.94374599587e-20","1.76704181443e-21"
"dapH","","2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase","12","1","0","655","100.0","99.8475609756","inf","8.71205233237e-25","1.94374599587e-20","1.76704181443e-21"
"group_5079","sucC_2","succinyl-CoA synthetase, beta subunit","0","655","12","1","0.0","0.15243902439","0.0","8.71205233237e-25","1.94374599587e-20","1.76704181443e-21"
