"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p"
"bdcA","","c-di-GMP binding protein involved in biofilm dispersal","86","1","0","581","100.0","99.8281786942","inf","7.54618494499e-109","1.68362932308e-104","1.20259237363e-105"
"bdcR","","putative transcriptional regulator","86","1","0","581","100.0","99.8281786942","inf","7.54618494499e-109","1.68362932308e-104","1.20259237363e-105"
"group_14308","tabA_1","toxin-antitoxin biofilm protein","86","1","0","581","100.0","99.8281786942","inf","7.54618494499e-109","1.68362932308e-104","1.20259237363e-105"
"group_14306","yjgM","putative acetyltransferase","86","1","0","581","100.0","99.8281786942","inf","7.54618494499e-109","1.68362932308e-104","1.20259237363e-105"
"group_11399","","hypothetical protein","86","1","0","581","100.0","99.8281786942","inf","7.54618494499e-109","1.68362932308e-104","1.20259237363e-105"
"group_9498","","hypothetical protein","86","1","0","581","100.0","99.8281786942","inf","7.54618494499e-109","1.68362932308e-104","1.20259237363e-105"
"argI","","ornithine carbamoyltransferase chain I","86","1","0","581","100.0","99.8281786942","inf","7.54618494499e-109","1.68362932308e-104","1.20259237363e-105"
"group_9502","","hypothetical protein","86","1","0","581","100.0","99.8281786942","inf","7.54618494499e-109","1.68362932308e-104","1.20259237363e-105"
"yjgH","","putative mRNA endoribonuclease","86","1","0","581","100.0","99.8281786942","inf","7.54618494499e-109","1.68362932308e-104","1.20259237363e-105"
"ybcF_1","","putative carbamate kinase","0","581","86","1","0.0","0.171821305842","0.0","7.54618494499e-109","1.68362932308e-104","1.20259237363e-105"
"tabA_1","","toxin-antitoxin biofilm protein","0","581","86","1","0.0","0.171821305842","0.0","7.54618494499e-109","1.68362932308e-104","1.20259237363e-105"
"argI_2","","ornithine carbamoyltransferase chain I","0","581","86","1","0.0","0.171821305842","0.0","7.54618494499e-109","1.68362932308e-104","1.20259237363e-105"
"argI_1","","ornithine carbamoyltransferase chain I","0","581","86","1","0.0","0.171821305842","0.0","7.54618494499e-109","1.68362932308e-104","1.20259237363e-105"
"yjgM","","putative acetyltransferase","0","581","86","1","0.0","0.171821305842","0.0","7.54618494499e-109","1.68362932308e-104","1.20259237363e-105"
"yjiR","","putative regulator","86","4","0","578","100.0","99.3127147766","inf","2.21631451834e-104","4.94481932188e-100","2.06034138412e-101"
"group_10388","","hypothetical protein","0","578","86","4","0.0","0.687285223368","0.0","2.21631451834e-104","4.94481932188e-100","2.06034138412e-101"
"idnT","","L-idonate / 5-ketogluconate / gluconate transporter IdnT","0","578","86","4","0.0","0.687285223368","0.0","2.21631451834e-104","4.94481932188e-100","2.06034138412e-101"
"idnR","","IdnR transcriptional regulator","0","578","86","4","0.0","0.687285223368","0.0","2.21631451834e-104","4.94481932188e-100","2.06034138412e-101"
"idnO","","5-keto-D-gluconate 5-reductase","0","578","86","4","0.0","0.687285223368","0.0","2.21631451834e-104","4.94481932188e-100","2.06034138412e-101"
"idnK","","D-gluconate kinase, thermosensitive","0","578","86","4","0.0","0.687285223368","0.0","2.21631451834e-104","4.94481932188e-100","2.06034138412e-101"
"idnD","","L-idonate 5-dehydrogenase","0","578","86","4","0.0","0.687285223368","0.0","2.21631451834e-104","4.94481932188e-100","2.06034138412e-101"
"group_12676","","hypothetical protein","0","578","86","4","0.0","0.687285223368","0.0","2.21631451834e-104","4.94481932188e-100","2.06034138412e-101"
"argR_1","","ArgR-arg","0","578","86","4","0.0","0.687285223368","0.0","2.21631451834e-104","4.94481932188e-100","2.06034138412e-101"
"yjgR","","putative ATPase","0","578","86","4","0.0","0.687285223368","0.0","2.21631451834e-104","4.94481932188e-100","2.06034138412e-101"
"group_4467","yjgR","putative ATPase","86","5","0","577","100.0","99.1408934708","inf","4.03369242339e-103","8.99957116582e-99","3.59982846633e-100"
"treB","","trehalose PTS permease - TreB subunit","2","578","84","4","2.32558139535","0.687285223368","0.000164771791069","3.39674862176e-99","7.57848585002e-95","2.91480225001e-96"
"yfcC_1","","putative inner membrane protein; putative S-transferase","0","571","86","11","0.0","1.89003436426","0.0","8.62766968355e-97","1.9249193831e-92","7.12933104851e-94"
"group_4607","treB","trehalose PTS permease - TreB subunit","84","7","2","575","97.6744186047","98.7972508591","3450.0","1.16697982953e-95","2.60364869766e-91","9.29874534879e-93"
"group_12584","","hypothetical protein","86","27","0","555","100.0","95.3608247423","inf","7.33603073074e-85","1.63674181633e-80","5.64393729771e-82"
"arcA","","Arginine deiminase","0","553","86","29","0.0","4.98281786942","0.0","1.18442565123e-83","2.64257207046e-79","8.8085735682e-81"
"group_13562","","IS21 family transposase ISEc12","85","38","1","544","98.8372093023","93.470790378","1216.84210526","3.9001153274e-76","8.70154730697e-72","2.80695074418e-73"
"garD_1","","galactarate dehydratase","67","1","19","581","77.9069767442","99.8281786942","2048.78947368","2.21635169065e-73","4.944902257e-69","1.14997726907e-70"
"nemR_1","","NemR DNA-binding transcriptional repressor","67","1","19","581","77.9069767442","99.8281786942","2048.78947368","2.21635169065e-73","4.944902257e-69","1.14997726907e-70"
"group_14392","","hypothetical protein","67","1","19","581","77.9069767442","99.8281786942","2048.78947368","2.21635169065e-73","4.944902257e-69","1.14997726907e-70"
"group_14393","","hypothetical protein","67","1","19","581","77.9069767442","99.8281786942","2048.78947368","2.21635169065e-73","4.944902257e-69","1.14997726907e-70"
"group_11421","","hypothetical protein","67","1","19","581","77.9069767442","99.8281786942","2048.78947368","2.21635169065e-73","4.944902257e-69","1.14997726907e-70"
"gudP_1","","galactarate / glucarate / glycerate:H+ symporter GudP","67","1","19","581","77.9069767442","99.8281786942","2048.78947368","2.21635169065e-73","4.944902257e-69","1.14997726907e-70"
"yfaX_1","","putative DNA-binding transcriptional regulator","67","1","19","581","77.9069767442","99.8281786942","2048.78947368","2.21635169065e-73","4.944902257e-69","1.14997726907e-70"
"yagE","","CP4-6 prophage; probable 2-keto-3-deoxygluconate aldolase","67","1","19","581","77.9069767442","99.8281786942","2048.78947368","2.21635169065e-73","4.944902257e-69","1.14997726907e-70"
"group_14408","","hypothetical protein","67","1","19","581","77.9069767442","99.8281786942","2048.78947368","2.21635169065e-73","4.944902257e-69","1.14997726907e-70"
"group_14409","","hypothetical protein","67","1","19","581","77.9069767442","99.8281786942","2048.78947368","2.21635169065e-73","4.944902257e-69","1.14997726907e-70"
"group_14412","pdxA_1","4-hydroxy-L-threonine phosphate dehydrogenase, NAD-dependent","67","1","19","581","77.9069767442","99.8281786942","2048.78947368","2.21635169065e-73","4.944902257e-69","1.14997726907e-70"
"group_14416","","IS4 family transposase ISEc13","67","1","19","581","77.9069767442","99.8281786942","2048.78947368","2.21635169065e-73","4.944902257e-69","1.14997726907e-70"
"group_9515","","hypothetical protein","66","1","20","581","76.7441860465","99.8281786942","1917.3","6.5624088471e-72","1.46413903788e-67","3.32758872245e-69"
"group_14410","insN-2_1","KpLE2 phage-like element; partial regulator of insertion element IS911B (interrupted)","67","3","19","579","77.9069767442","99.4845360825","680.578947368","1.67447984982e-70","3.73593199293e-66","8.30207109541e-68"
"group_13910","","hypothetical protein","74","15","12","567","86.0465116279","97.4226804124","233.1","8.7833218571e-70","1.95964693954e-65","4.26010204247e-67"
"group_4189","","hypothetical protein","75","18","11","564","87.2093023256","96.9072164948","213.636363636","3.28022282869e-69","7.3185051531e-65","1.55712875598e-66"
"group_3924","intZ_1","hypothetical protein","63","1","23","581","73.2558139535","99.8281786942","1591.43478261","1.29358443143e-67","2.88611622496e-63","6.01274213534e-65"
"group_1661","insB-1_2","IS1 protein InsB","76","23","10","559","88.3720930233","96.0481099656","184.713043478","1.51158692732e-67","3.37250159355e-63","6.88265631336e-65"
"group_407","","hypothetical protein","62","1","24","581","72.0930232558","99.8281786942","1500.91666667","3.210077958e-66","7.16200493209e-62","1.43240098642e-63"
"group_4795","","IS21 family transposase ISPpu7","79","38","7","544","91.8604651163","93.470790378","161.563909774","2.18022624384e-64","4.86430277264e-60","9.5378485738e-62"
"group_4188","","hypothetical protein","11","545","75","37","12.7906976744","6.35738831615","0.00995718654434","1.80312831901e-58","4.02295959255e-54","7.7364607549e-56"
"malT","","MalT transcriptional activator","15","554","71","28","17.4418604651","4.81099656357","0.0106777851223","4.24955542465e-57","9.48118310794e-53","1.7889024732e-54"
"group_9508","","hypothetical protein","55","1","31","581","63.9534883721","99.8281786942","1030.80645161","6.69083499696e-57","1.49279219617e-52","2.76442999291e-54"
"group_10409","","hypothetical protein","0","480","86","102","0.0","17.5257731959","0.0","1.00382052553e-55","2.23962397451e-51","4.07204359002e-53"
"group_3163","","hypothetical protein","0","479","86","103","0.0","17.6975945017","0.0","1.8419619352e-55","4.10960127362e-51","7.33857370289e-53"
"group_13167","","hypothetical protein","0","477","86","105","0.0","18.0412371134","0.0","6.12131855571e-55","1.36572738296e-50","2.39601295257e-52"
"group_9517","","hypothetical protein","67","24","19","558","77.9069767442","95.8762886598","81.9868421053","9.26627876739e-54","2.06739945579e-49","3.56448182033e-51"
"group_7513","rtcB_2","RNA ligase","66","22","20","560","76.7441860465","96.2199312715","84.0","1.45721180264e-53","3.25118525286e-49","5.51048347942e-51"
"group_2809","malT","MalT transcriptional activator","71","38","15","544","82.5581395349","93.470790378","67.7614035088","2.93955254619e-52","6.55843568581e-48","1.0930726143e-49"
"group_5374","hsdR","hypothetical protein","65","23","21","559","75.5813953488","96.0481099656","75.2277432712","1.1166192251e-51","2.49128915311e-47","4.08408057888e-49"
"cirA_1","","Colicin I receptor","3","487","83","95","3.48837209302","16.323024055","0.00705079043072","2.60403069008e-51","5.80985287264e-47","9.37073043974e-49"
"fecD_2","","ferric dicitrate ABC transporter - membrane subunit","0","462","86","120","0.0","20.618556701","0.0","2.99706629436e-51","6.68675460934e-47","1.02873147836e-48"
"group_13191","","hypothetical protein","0","462","86","120","0.0","20.618556701","0.0","2.99706629436e-51","6.68675460934e-47","1.02873147836e-48"
"btuF_1","","Vitamin B12-binding protein","0","462","86","120","0.0","20.618556701","0.0","2.99706629436e-51","6.68675460934e-47","1.02873147836e-48"
"group_4913","RBKS","Ribokinase","74","52","12","530","86.0465116279","91.0652920962","62.8525641026","9.29808917719e-51","2.07449667632e-46","3.14284953826e-48"
"group_12343","","hypothetical protein","76","60","10","522","88.3720930233","89.6907216495","66.12","9.43798660139e-51","2.10570919064e-46","3.14284953826e-48"
"group_7536","ydjH_1","Tagatose kinase","84","107","2","475","97.6744186047","81.6151202749","186.448598131","4.50261652776e-50","1.00457877351e-45","1.47732172575e-47"
"caiA_1","","crotonobetainyl-CoA reductase","0","451","86","131","0.0","22.5085910653","0.0","9.18943148649e-49","2.05025405895e-44","2.59525830247e-46"
"group_12266","","hypothetical protein","0","451","86","131","0.0","22.5085910653","0.0","9.18943148649e-49","2.05025405895e-44","2.59525830247e-46"
"ppsE","","Phthiocerol synthesis polyketide synthase type I PpsE","0","451","86","131","0.0","22.5085910653","0.0","9.18943148649e-49","2.05025405895e-44","2.59525830247e-46"
"pikAV_1","","Thioesterase PikA5","0","451","86","131","0.0","22.5085910653","0.0","9.18943148649e-49","2.05025405895e-44","2.59525830247e-46"
"aam","","Acylamidase","0","451","86","131","0.0","22.5085910653","0.0","9.18943148649e-49","2.05025405895e-44","2.59525830247e-46"
"group_13161","","hypothetical protein","0","451","86","131","0.0","22.5085910653","0.0","9.18943148649e-49","2.05025405895e-44","2.59525830247e-46"
"fenF","","Malonyl CoA-acyl carrier protein transacylase","0","451","86","131","0.0","22.5085910653","0.0","9.18943148649e-49","2.05025405895e-44","2.59525830247e-46"
"mepA_1","","Multidrug export protein MepA","0","451","86","131","0.0","22.5085910653","0.0","9.18943148649e-49","2.05025405895e-44","2.59525830247e-46"
"group_10922","","hypothetical protein","0","451","86","131","0.0","22.5085910653","0.0","9.18943148649e-49","2.05025405895e-44","2.59525830247e-46"
"flp","","Protein flp","0","451","86","131","0.0","22.5085910653","0.0","9.18943148649e-49","2.05025405895e-44","2.59525830247e-46"
"srfAA","","Surfactin synthase subunit 1","0","451","86","131","0.0","22.5085910653","0.0","9.18943148649e-49","2.05025405895e-44","2.59525830247e-46"
"ycjQ_1","","putative oxidoreductase, Zn-dependent and NAD(P)-binding","84","113","2","469","97.6744186047","80.5841924399","174.318584071","1.30669113282e-48","2.91535858643e-44","3.64419823303e-46"
"sfp","","4'-phosphopantetheinyl transferase Sfp","0","450","86","132","0.0","22.6804123711","0.0","1.51764853337e-48","3.38602564281e-44","3.98355957978e-46"
"dltA_2","","D-alanine--D-alanyl carrier protein ligase","0","450","86","132","0.0","22.6804123711","0.0","1.51764853337e-48","3.38602564281e-44","3.98355957978e-46"
"yagA","","CP4-6 prophage; predicted DNA-binding transcriptional regulator","0","450","86","132","0.0","22.6804123711","0.0","1.51764853337e-48","3.38602564281e-44","3.98355957978e-46"
