"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p"
"group_12539","","hypothetical protein","93","0","0","575","100.0","100.0","inf","1.89855416537e-116","4.23586419836e-112","2.11793209918e-112"
"gspD_1","","putative protein secretion protein for export","0","575","93","0","0.0","0.0","0.0","1.89855416537e-116","4.23586419836e-112","2.11793209918e-112"
"group_5402","gspD_1","putative protein secretion protein for export","93","7","0","568","100.0","98.7826086957","inf","3.03912212343e-106","6.78058536958e-102","2.26019512319e-102"
"group_12889","","hypothetical protein","93","24","0","551","100.0","95.8260869565","inf","1.05015401244e-91","2.34299861715e-87","5.85749654287e-88"
"yehM","","putative protein","0","542","93","33","0.0","5.73913043478","0.0","4.48369177234e-86","1.00035647133e-81","2.00071294265e-82"
"group_8880","gspE_2","putative protein secretion protein for export","77","0","16","575","82.7956989247","100.0","inf","1.63772246411e-85","3.65392258968e-81","6.0898709828e-82"
"group_4489","yehM","putative protein","93","37","0","538","100.0","93.5652173913","inf","7.71136600788e-84","1.72048287002e-79","2.45783267145e-80"
"ybaT","","YbaT APC transporter","6","558","87","17","6.45161290323","2.95652173913","0.00210109998764","1.13758715164e-83","2.53807069402e-79","2.82007854892e-80"
"group_7262","","hypothetical protein","87","17","6","558","93.5483870968","97.0434782609","475.941176471","1.13758715164e-83","2.53807069402e-79","2.82007854892e-80"
"group_12571","pinE_1","e14 prophage; site-specific DNA recombinase","87","19","6","556","93.5483870968","96.6956521739","424.315789474","3.62464378655e-82","8.08694275217e-78","6.73911896014e-79"
"group_7245","entF","Enterobactin synthase component F","87","19","6","556","93.5483870968","96.6956521739","424.315789474","3.62464378655e-82","8.08694275217e-78","6.73911896014e-79"
"group_6270","ybaT","YbaT APC transporter","87","19","6","556","93.5483870968","96.6956521739","424.315789474","3.62464378655e-82","8.08694275217e-78","6.73911896014e-79"
"entF","","Enterobactin synthase component F","6","555","87","20","6.45161290323","3.47826086957","0.00248524386455","1.91872504117e-81","4.28086743936e-77","3.29297495335e-78"
"group_7725","atoC","Regulatory protein AtoC","81","8","12","567","87.0967741935","98.6086956522","478.40625","3.5501636931e-81","7.92077021568e-77","5.6576930112e-78"
"yehL","","putative transporter subunit: ATP-binding component of ABC superfamily protein","1","535","92","40","1.0752688172","6.95652173913","0.000812677773263","1.12218495564e-79","2.50370685452e-75","1.66913790302e-76"
"group_12572","","hypothetical protein","85","18","8","557","91.3978494624","96.8695652174","328.784722222","2.56209114793e-79","5.71628156014e-75","3.57267597509e-76"
"group_7738","yehL","putative transporter subunit: ATP-binding component of ABC superfamily protein","92","41","1","534","98.9247311828","92.8695652174","1198.24390244","3.63354540159e-79","8.10680314548e-75","4.76870773264e-76"
"group_9101","atoS","Signal transduction histidine-protein kinase AtoS","80","9","13","566","86.0215053763","98.4347826087","387.008547009","1.39425483134e-78","3.1107219542e-74","1.5553609771e-75"
"rcsC","","Sensor histidine kinase RcsC","13","566","80","9","13.9784946237","1.5652173913","0.00258392226148","1.39425483134e-78","3.1107219542e-74","1.5553609771e-75"
"atoS","","Signal transduction histidine-protein kinase AtoS","13","566","80","9","13.9784946237","1.5652173913","0.00258392226148","1.39425483134e-78","3.1107219542e-74","1.5553609771e-75"
"group_6100","","hypothetical protein","78","6","15","569","83.8709677419","98.9565217391","493.133333333","1.54627683025e-78","3.44989823596e-74","1.64280868379e-75"
"group_12569","","hypothetical protein","85","20","8","555","91.3978494624","96.5217391304","294.84375","7.1579125184e-78","1.59700186198e-73","6.65417442491e-75"
"group_12568","","hypothetical protein","85","20","8","555","91.3978494624","96.5217391304","294.84375","7.1579125184e-78","1.59700186198e-73","6.65417442491e-75"
"group_7294","","hypothetical protein","85","20","8","555","91.3978494624","96.5217391304","294.84375","7.1579125184e-78","1.59700186198e-73","6.65417442491e-75"
"group_9103","rcsC","Sensor histidine kinase RcsC","80","10","13","565","86.0215053763","98.2608695652","347.692307692","1.22700937521e-77","2.73758061702e-73","1.05291562193e-74"
"group_12567","","hypothetical protein","80","10","13","565","86.0215053763","98.2608695652","347.692307692","1.22700937521e-77","2.73758061702e-73","1.05291562193e-74"
"group_13229","","hypothetical protein","71","0","22","575","76.3440860215","100.0","inf","1.34584085914e-76","3.00270554082e-72","1.03541570373e-73"
"group_13225","","hypothetical protein","71","0","22","575","76.3440860215","100.0","inf","1.34584085914e-76","3.00270554082e-72","1.03541570373e-73"
"group_13231","","hypothetical protein","71","0","22","575","76.3440860215","100.0","inf","1.34584085914e-76","3.00270554082e-72","1.03541570373e-73"
"ybdK","","carboxylate-amine ligase","4","539","89","36","4.30107526882","6.26086956522","0.00300181359571","2.09139928603e-75","4.66612094707e-71","1.55537364902e-72"
"group_12570","","hypothetical protein","77","8","16","567","82.7956989247","98.6086956522","341.0859375","6.3376448864e-75","1.41399195061e-70","4.56126435679e-72"
"group_5038","ybdK","carboxylate-amine ligase","89","37","4","538","95.6989247312","93.5652173913","323.527027027","7.07022057222e-75","1.57743691187e-70","4.92949034959e-72"
"group_13222","","hypothetical protein","71","1","22","574","76.3440860215","99.8260869565","1852.45454545","9.33792630941e-75","2.08338473889e-70","6.12760217321e-72"
"tfaE_1","","e14 prophage; predicted tail fiber assembly protein","71","1","22","574","76.3440860215","99.8260869565","1852.45454545","9.33792630941e-75","2.08338473889e-70","6.12760217321e-72"
"group_6762","","hypothetical protein","67","0","26","575","72.0430107527","100.0","inf","4.84501363448e-71","1.08097099199e-66","3.08848854854e-68"
"group_6289","","hypothetical protein","86","34","7","541","92.4731182796","94.0869565217","195.487394958","5.05674390957e-71","1.12821013366e-66","3.13391703796e-68"
"group_12546","","hypothetical protein","85","33","8","542","91.3978494624","94.2608695652","174.507575758","7.21489839914e-70","1.60971598183e-65","4.35058373468e-67"
"group_10288","","hypothetical protein","76","12","17","563","81.7204301075","97.9130434783","209.745098039","8.26800225166e-70","1.84467398237e-65","4.85440521676e-67"
"clpP_3","","ATP-dependent Clp protease proteolytic subunit","85","34","8","541","91.3978494624","94.0869565217","169.0625","2.48893896683e-69","5.55307172889e-65","1.20718950628e-66"
"group_10235","","hypothetical protein","85","34","8","541","91.3978494624","94.0869565217","169.0625","2.48893896683e-69","5.55307172889e-65","1.20718950628e-66"
"group_10234","","hypothetical protein","85","34","8","541","91.3978494624","94.0869565217","169.0625","2.48893896683e-69","5.55307172889e-65","1.20718950628e-66"
"group_12545","","hypothetical protein","85","34","8","541","91.3978494624","94.0869565217","169.0625","2.48893896683e-69","5.55307172889e-65","1.20718950628e-66"
"group_12544","","hypothetical protein","85","34","8","541","91.3978494624","94.0869565217","169.0625","2.48893896683e-69","5.55307172889e-65","1.20718950628e-66"
"group_12541","","hypothetical protein","85","34","8","541","91.3978494624","94.0869565217","169.0625","2.48893896683e-69","5.55307172889e-65","1.20718950628e-66"
"group_12543","","hypothetical protein","85","34","8","541","91.3978494624","94.0869565217","169.0625","2.48893896683e-69","5.55307172889e-65","1.20718950628e-66"
"group_12542","","hypothetical protein","85","34","8","541","91.3978494624","94.0869565217","169.0625","2.48893896683e-69","5.55307172889e-65","1.20718950628e-66"
"dnaB_2","","primosome","92","65","1","510","98.9247311828","88.6956521739","721.846153846","1.11077035234e-68","2.4782397331e-64","5.27285049595e-66"
"group_3900","","hypothetical protein","84","34","9","541","90.3225806452","94.0869565217","148.509803922","1.08732269818e-67","2.42592567191e-63","5.05401181648e-65"
"group_3906","","hypothetical protein","84","36","9","539","90.3225806452","93.7391304348","139.740740741","1.19276258329e-66","2.66117259958e-62","5.32234519916e-64"
"group_7251","","hypothetical protein","84","36","9","539","90.3225806452","93.7391304348","139.740740741","1.19276258329e-66","2.66117259958e-62","5.32234519916e-64"
"group_3744","","hypothetical protein","83","34","10","541","89.247311828","94.0869565217","132.067647059","4.26842878281e-66","9.52329145732e-62","1.86731205046e-63"
"group_2226","insG","IS1 predicted transposase","77","19","16","556","82.7956989247","96.6956521739","140.828947368","5.45257520524e-66","1.21652405404e-61","2.3394693347e-63"
"group_13230","","hypothetical protein","63","0","30","575","67.7419354839","100.0","inf","9.77147380449e-66","2.18011352052e-61","4.11342173683e-63"
"group_3736","","hypothetical protein","90","63","3","512","96.7741935484","89.0434782609","243.80952381","2.93867422481e-65","6.55647606298e-61","1.21416223389e-62"
"yfdT","","CPS-53 (KpLE1) prophage; predicted protein","85","43","8","532","91.3978494624","92.5217391304","131.453488372","7.37745846169e-65","1.64598475739e-60","2.99269955889e-62"
"rzpD_4","","DLP12 prophage; predicted murein endopeptidase","82","34","11","541","88.1720430108","94.0869565217","118.614973262","1.52081482884e-64","3.39308996463e-60","6.05908922256e-62"
