"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p"
"yshB","","small predicted membrane protein","0","582","84","2","0.0","0.342465753425","0.0","1.47658889689e-105","3.29441748785e-101","3.29441748785e-101"
"yhjH_1","","c-di-GMP phosphodiesterase","84","4","0","580","100.0","99.3150684932","inf","9.42063716217e-103","2.10183835725e-98","3.50306392875e-99"
"group_11065","","hypothetical protein","84","4","0","580","100.0","99.3150684932","inf","9.42063716217e-103","2.10183835725e-98","3.50306392875e-99"
"group_13454","","hypothetical protein","84","4","0","580","100.0","99.3150684932","inf","9.42063716217e-103","2.10183835725e-98","3.50306392875e-99"
"group_13455","hsdM","host modification; DNA methylase M","84","4","0","580","100.0","99.3150684932","inf","9.42063716217e-103","2.10183835725e-98","3.50306392875e-99"
"group_13456","","hypothetical protein","84","4","0","580","100.0","99.3150684932","inf","9.42063716217e-103","2.10183835725e-98","3.50306392875e-99"
"group_9304","","hypothetical protein","82","4","2","580","97.619047619","99.3150684932","5945.0","1.45069761935e-97","3.23665145853e-93","4.62378779789e-94"
"group_5653","symE","toxin-like protein of the SOS response","84","9","0","575","100.0","98.4589041096","inf","3.8857349206e-97","8.66946318134e-93","1.08368289767e-93"
"group_7429","ydiF_2","fused predicted acetyl-CoA:acetoacetyl-CoA transferase: alpha subunit/beta subunit","83","14","1","570","98.8095238095","97.602739726","3379.28571429","6.45304089565e-90","1.43973795423e-85","1.59970883803e-86"
"yhjE","","YhjE MFS transporter","8","583","76","1","9.52380952381","0.171232876712","0.000180554301706","1.09510615201e-89","2.44329133575e-85","2.44329133575e-86"
"group_8846","yhjE","YhjE MFS transporter","76","2","8","582","90.4761904762","99.6575342466","2764.5","4.21385347928e-88","9.40152849762e-84","8.54684408874e-85"
"qor","","quinone oxidoreductase","4","574","80","10","4.7619047619","1.71232876712","0.000871080139373","1.06456706938e-86","2.37515558848e-82","1.97929632374e-83"
"group_8736","qor","quinone oxidoreductase","80","12","4","572","95.2380952381","97.9452054795","953.333333333","6.65989478255e-85","1.48588912493e-80","1.14299163457e-81"
"fliC2","","Flagellin 2","84","37","0","547","100.0","93.6643835616","inf","7.16853795967e-78","1.59937250418e-73","1.06624833612e-74"
"group_13451","","hypothetical protein","84","37","0","547","100.0","93.6643835616","inf","7.16853795967e-78","1.59937250418e-73","1.06624833612e-74"
"ydcM","","putative transposase","84","39","0","545","100.0","93.3219178082","inf","7.25850746443e-77","1.61944560039e-72","1.01215350024e-73"
"nmpC_2","","outer membrane porin protein; locus of qsr prophage","0","531","84","53","0.0","9.07534246575","0.0","1.4293943118e-70","3.18912164905e-66","1.8759539112e-67"
"yegE","","putative diguanylate cyclase","3","546","81","38","3.57142857143","6.50684931507","0.00257766924434","2.04241867237e-70","4.55684029992e-66","2.5315779444e-67"
"fliF","","flagellar M-ring protein FliF; basal-body MS(membrane and supramembrane)-ring and collar protein","0","530","84","54","0.0","9.24657534247","0.0","3.65289657459e-70","8.14997754756e-66","4.28946186714e-67"
"group_5470","fliF","flagellar M-ring protein FliF; basal-body MS(membrane and supramembrane)-ring and collar protein","83","51","1","533","98.8095238095","91.2671232877","867.431372549","7.03318533434e-69","1.56917397994e-64","7.84586989972e-66"
"group_12994","","hypothetical protein","0","523","84","61","0.0","10.4452054795","0.0","1.93271375757e-67","4.3120776645e-63","2.05337031643e-64"
"alkA","","3-methyl-adenine DNA glycosylase II, inducible","1","521","83","63","1.19047619048","10.7876712329","0.00145688319497","3.17220673222e-64","7.07751044025e-60","3.21705020011e-61"
"group_10122","","hypothetical protein","12","562","72","22","14.2857142857","3.76712328767","0.00652431791222","1.52796823879e-63","3.40904993757e-59","1.42043747399e-60"
"group_4553","","hypothetical protein","12","562","72","22","14.2857142857","3.76712328767","0.00652431791222","1.52796823879e-63","3.40904993757e-59","1.42043747399e-60"
"group_5443","alkA","3-methyl-adenine DNA glycosylase II, inducible","83","65","1","519","98.8095238095","88.8698630137","662.723076923","1.65273146483e-63","3.68740917117e-59","1.47496366847e-60"
"group_13453","","hypothetical protein","83","71","1","513","98.8095238095","87.8424657534","599.704225352","1.91516830005e-61","4.27293199424e-57","1.6434353824e-58"
"yjcE_2","","YjcE CPA1 transporter","84","84","0","500","100.0","85.6164383562","inf","9.29074716688e-60","2.0728586004e-55","7.67725407557e-57"
"group_12631","fimA_1","major type 1 subunit fimbrin (pilin)","84","87","0","497","100.0","85.102739726","inf","7.17704630783e-59","1.60127080174e-54","5.71882429192e-56"
"group_11064","fliD","flagellar cap protein FliD; filament capping protein; enables filament assembly","84","88","0","496","100.0","84.9315068493","inf","1.4027863238e-58","3.12975656704e-54","1.07922640243e-55"
"fliD","","flagellar cap protein FliD; filament capping protein; enables filament assembly","0","493","84","91","0.0","15.5821917808","0.0","1.01379703061e-57","2.261882555e-53","7.29639533871e-55"
"group_12629","","hypothetical protein","84","91","0","493","100.0","84.4178082192","inf","1.01379703061e-57","2.261882555e-53","7.29639533871e-55"
"group_6337","","hypothetical protein","84","92","0","492","100.0","84.2465753425","inf","1.93943779769e-57","4.32707967044e-53","1.2726704913e-54"
"group_12995","","hypothetical protein","0","492","84","92","0.0","15.7534246575","0.0","1.93943779769e-57","4.32707967044e-53","1.2726704913e-54"
"group_7047","","hypothetical protein","0","492","84","92","0.0","15.7534246575","0.0","1.93943779769e-57","4.32707967044e-53","1.2726704913e-54"
"group_12667","","hypothetical protein","84","93","0","491","100.0","84.0753424658","inf","3.69118806658e-57","8.23540969535e-53","2.35297419867e-54"
"ybiP_3","","putative hydrolase, inner membrane","82","79","2","505","97.619047619","86.4726027397","262.088607595","9.28436600902e-57","2.07143490027e-52","5.75398583409e-54"
"group_10379","","hypothetical protein","82","82","2","502","97.619047619","85.9589041096","251.0","7.47863022474e-56","1.66855718944e-51","4.50961402552e-53"
"yjhC","","KpLE2 phage-like element; predicted oxidoreductase","84","99","0","485","100.0","83.0479452055","inf","1.58182001933e-55","3.52919864513e-51","9.0492272952e-53"
"ythA","","small predicted membrane protein","84","99","0","485","100.0","83.0479452055","inf","1.58182001933e-55","3.52919864513e-51","9.0492272952e-53"
"yfjI","","CP4-57 prophage; predicted protein","84","102","0","482","100.0","82.5342465753","inf","9.72160604075e-55","2.16898752375e-50","5.42246880938e-52"
"group_3636","yegE","putative diguanylate cyclase","83","94","1","490","98.8095238095","83.904109589","432.659574468","1.62325885422e-54","3.62165282964e-50","8.83329958449e-52"
"group_8206","","hypothetical protein","0","481","84","103","0.0","17.6369863014","0.0","1.76499061128e-54","3.93787055283e-50","9.37588226865e-52"
"ytiC","","Protein YtiC","81","82","3","502","96.4285714286","85.9589041096","165.292682927","6.30737698263e-54","1.4072388786e-49","3.27264855487e-51"
"group_12658","","hypothetical protein","84","108","0","476","100.0","81.5068493151","inf","3.26673731272e-53","7.28841761841e-49","1.65645854964e-50"
"group_5169","","hypothetical protein","7","521","77","63","8.33333333333","10.7876712329","0.0109928459257","4.16593583317e-53","9.29461943739e-49","2.06547098609e-50"
"wcaM","","putative colanic acid biosynthesis protein","0","474","84","110","0.0","18.8356164384","0.0","1.02012659268e-52","2.27600444094e-48","4.8425626403e-50"
"group_12633","yjhQ","KpLE2 phage-like element; predicted acetyltransferase","84","110","0","474","100.0","81.1643835616","inf","1.02012659268e-52","2.27600444094e-48","4.8425626403e-50"
"group_13055","","hypothetical protein","0","473","84","111","0.0","19.0068493151","0.0","1.79211428445e-52","3.99838618003e-48","8.32997120839e-50"
"group_5569","","hypothetical protein","9","528","75","56","10.7142857143","9.58904109589","0.0127272727273","1.87958164572e-52","4.19353460976e-48","8.55823389748e-50"
"group_4594","yjiC","hypothetical protein","84","113","0","471","100.0","80.6506849315","inf","5.46753450941e-52","1.21986162439e-47","2.43972324879e-49"
"group_13244","ugd","UDP-glucose 6-dehydrogenase","84","114","0","470","100.0","80.4794520548","inf","9.49624414791e-52","2.11870703184e-47","4.15432751341e-49"
"yjhB","","YjhB MFS transporter","82","97","2","487","97.619047619","83.3904109589","205.845360825","1.18217245384e-51","2.63754496175e-47","5.07220184953e-49"
"ugd","","UDP-glucose 6-dehydrogenase","0","468","84","116","0.0","19.8630136986","0.0","2.83321227202e-51","6.3211799001e-47","1.19267545285e-48"
"ybfL_1","","putative transposase; receptor protein","83","109","1","475","98.8095238095","81.3356164384","361.697247706","1.20158989981e-50","2.68086722546e-46","4.96456893604e-48"
"group_13239","wcaM","putative colanic acid biosynthesis protein","83","110","1","474","98.8095238095","81.1643835616","357.654545455","2.1038796378e-50","4.6939658599e-46","8.53448338163e-48"
"group_13433","","hypothetical protein","50","2","34","582","59.5238095238","99.6575342466","427.941176471","5.04195534044e-50","1.124910656e-45","1.97352746668e-47"
"group_13434","","hypothetical protein","50","2","34","582","59.5238095238","99.6575342466","427.941176471","5.04195534044e-50","1.124910656e-45","1.97352746668e-47"
"mdoB_1","","Phosphoglycerol transferase I","80","101","4","483","95.2380952381","82.7054794521","95.6435643564","5.09326961367e-47","1.1363593835e-42","1.95924031639e-44"
"ydfT_2","","Qin prophage; predicted antitermination protein Q","7","500","77","84","8.33333333333","14.3835616438","0.0152727272727","1.06042839178e-46","2.3659217849e-42","4.01003692356e-44"
"group_13384","","hypothetical protein","51","8","33","576","60.7142857143","98.6301369863","111.272727273","3.3599579882e-45","7.49640226748e-41","1.24940037791e-42"
"group_2368","","hypothetical protein","13","518","71","66","15.4761904762","11.301369863","0.0233291641742","1.65437102605e-43","3.69106719623e-39","6.05092982989e-41"
"group_13242","rfbC","dTDP-4-dehydrorhamnose 3,5-epimerase","84","155","0","429","100.0","73.4589041096","inf","4.31407720408e-43","9.62513765002e-39","1.55244155646e-40"
"group_4753","","hypothetical protein","76","93","8","491","90.4761904762","84.0753424658","50.1559139785","7.26795211913e-43","1.6215527973e-38","2.57389332905e-40"
"tfaE","","e14 prophage; predicted tail fiber assembly protein","4","465","80","119","4.7619047619","20.3767123288","0.0127956989247","8.04810360824e-43","1.79561239604e-38","2.8056443688e-40"
"group_12669","","hypothetical protein","75","88","9","496","89.2857142857","84.9315068493","46.9696969697","9.84788647299e-43","2.19716195099e-38","3.38024915537e-40"
"arnB_1","","UDP-L-Ara4O C-4" transaminase","84","158","0","426","100.0","72.9452054795","inf","1.56045132193e-42","3.48152294436e-38","5.27503476417e-40"
