"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p"
"group_12807","","hypothetical protein","48","1","0","619","100.0","99.8387096774","inf","8.83532161113e-73","1.97124860466e-68","1.97124860466e-68"
"group_10633","","hypothetical protein","48","13","0","607","100.0","97.9032258065","inf","1.18397317446e-61","2.64156254953e-57","1.32078127476e-57"
"group_12805","","hypothetical protein","48","15","0","605","100.0","97.5806451613","inf","2.20219010449e-60","4.91330634212e-56","1.22832658553e-56"
"group_12806","","hypothetical protein","48","15","0","605","100.0","97.5806451613","inf","2.20219010449e-60","4.91330634212e-56","1.22832658553e-56"
"group_12811","","hypothetical protein","48","19","0","601","100.0","96.935483871","inf","4.35483661323e-58","9.71607596778e-54","1.61934599463e-54"
"yqjZ","","putative protein YqjZ","48","19","0","601","100.0","96.935483871","inf","4.35483661323e-58","9.71607596778e-54","1.61934599463e-54"
"group_10639","","hypothetical protein","48","20","0","600","100.0","96.7741935484","inf","1.4806444485e-57","3.30346582905e-53","4.71923689864e-54"
"group_12809","","hypothetical protein","47","17","1","603","97.9166666667","97.2580645161","1667.11764706","1.50313724097e-56","3.35364949832e-52","4.1920618729e-53"
"tetR","","Tetracycline repressor protein class B from transposon Tn10","48","23","0","597","100.0","96.2903225806","inf","4.77844344743e-56","1.06611851756e-51","1.06611851756e-52"
"tetC","","Transposon Tn10 TetC protein","48","23","0","597","100.0","96.2903225806","inf","4.77844344743e-56","1.06611851756e-51","1.06611851756e-52"
"tetA","","Tetracycline resistance protein, class B","48","25","0","595","100.0","95.9677419355","inf","4.18591645995e-55","9.33919821379e-51","8.49018019435e-52"
"lysR_2","","LysR DNA-binding transcriptional dual regulator","46","16","2","604","95.8333333333","97.4193548387","868.25","9.04523998067e-55","2.01808349209e-50","1.68173624341e-51"
"tetD","","Transposon Tn10 TetD protein","47","22","1","598","97.9166666667","96.4516129032","1277.54545455","6.36294452796e-54","1.41963655363e-49","1.09202811818e-50"
"gltS_1","","glutamate:sodium symporter","48","28","0","592","100.0","95.4838709677","inf","8.98259850837e-54","2.0041075532e-49","1.43150539514e-50"
"group_1381","","hypothetical protein","39","1","9","619","81.25","99.8387096774","2682.33333333","2.85173171282e-53","6.36249862447e-49","4.24166574965e-50"
"yegD","","actin family protein","3","605","45","15","6.25","2.41935483871","0.00165289256198","3.58100150909e-53","7.98957246693e-49","4.99348279183e-50"
"oppA_2","","peptide ABC transporter - periplasmic binding protein","40","3","8","617","83.3333333333","99.5161290323","1028.33333333","1.22962575622e-52","2.7434180247e-48","1.61377530864e-49"
"group_2025","cbtA_2","CP4-44 prophage; toxin of the CbtA-CbeA toxin-antitoxin system","46","26","2","594","95.8333333333","95.8064516129","525.461538462","8.83841082711e-50","1.97193783964e-45","1.09552102202e-46"
"yeeT_4","","CP4-44 prophage; predicted protein","42","11","6","609","87.5","98.2258064516","387.545454545","1.01042474636e-49","2.25435865159e-45","1.18650455347e-46"
"group_8424","","hypothetical protein","42","13","6","607","87.5","97.9032258065","326.846153846","1.88719359976e-48","4.21051764043e-44","2.10525882022e-45"
"group_12539","","hypothetical protein","48","45","0","575","100.0","92.7419354839","inf","1.40460300011e-47","3.13380975355e-43","1.42445897889e-44"
"gspD_1","","putative protein secretion protein for export","0","575","48","45","0.0","7.25806451613","0.0","1.40460300011e-47","3.13380975355e-43","1.42445897889e-44"
"yadA","","Adhesin YadA","44","24","4","596","91.6666666667","96.1290322581","273.166666667","1.45470373116e-46","3.2455894946e-42","1.41112586722e-43"
"group_12714","","hypothetical protein","45","29","3","591","93.75","95.3225806452","305.689655172","1.96619097357e-46","4.38676868112e-42","1.8278202838e-43"
"group_4539","","IS4 family transposase ISVsa5","38","6","10","614","79.1666666667","99.0322580645","388.866666667","2.92727213039e-46","6.53103685011e-42","2.61241474005e-43"
"group_7013","yegD","actin family protein","45","30","3","590","93.75","95.1612903226","295.0","4.89121846131e-46","1.0912797509e-41","4.19722981116e-43"
"group_12567","","hypothetical protein","47","43","1","577","97.9166666667","93.064516129","630.674418605","9.92540586606e-46","2.21445730278e-41","8.20169371399e-43"
"group_5402","gspD_1","putative protein secretion protein for export","48","52","0","568","100.0","91.6129032258","inf","1.68063249781e-45","3.74965916587e-41","1.33916398781e-42"
"group_1524","","hypothetical protein","46","38","2","582","95.8333333333","93.8709677419","352.263157895","3.54467143171e-45","7.9085164313e-41","2.72707463148e-42"
"group_4287","insJK","hypothetical protein","47","47","1","573","97.9166666667","92.4193548387","573.0","1.68546253044e-44","3.76043545166e-40","1.25347848389e-41"
"group_7262","","hypothetical protein","48","56","0","564","100.0","90.9677419355","inf","2.1039941149e-44","4.69422126976e-40","1.4669441468e-41"
"ybaT","","YbaT APC transporter","0","564","48","56","0.0","9.03225806452","0.0","2.10399411491e-44","4.69422126976e-40","1.4669441468e-41"
"group_6270","ybaT","YbaT APC transporter","48","58","0","562","100.0","90.6451612903","inf","7.08331957014e-44","1.58035942929e-39","4.78122074958e-41"
"group_10288","","hypothetical protein","46","42","2","578","95.8333333333","93.2258064516","316.523809524","7.2861595395e-44","1.62561505486e-39","4.78122074958e-41"
"group_559","cbeA_5","CP4-44 prophage; antitoxin of the CbtA-CbeA toxin-antitoxin system","45","36","3","584","93.75","94.1935483871","243.333333333","7.90999600047e-44","1.76479920767e-39","5.04228345047e-41"
"group_2341","","hypothetical protein","36","5","12","615","75.0","99.1935483871","369.0","9.39201921541e-44","2.09545340715e-39","5.82070390875e-41"
"group_6100","","hypothetical protein","45","39","3","581","93.75","93.7096774194","223.461538462","8.12391809329e-43","1.81252736579e-38","4.89872261025e-40"
"group_5774","","hypothetical protein","47","54","1","566","97.9166666667","91.2903225806","492.62962963","1.61737095379e-42","3.608516335e-38","9.49609561843e-40"
"group_12570","","hypothetical protein","45","40","3","580","93.75","93.5483870968","217.5","1.71767042321e-42","3.83229448123e-38","9.82639610572e-40"
"group_12572","","hypothetical protein","47","56","1","564","97.9166666667","90.9677419355","473.357142857","5.49789846795e-42","1.22663612718e-37","3.06659031796e-39"
"group_10070","","hypothetical protein","16","619","32","1","33.3333333333","0.161290322581","0.000807754442649","1.64396395735e-41","3.66784798524e-37","8.94597069571e-39"
"group_12569","","hypothetical protein","47","58","1","562","97.9166666667","90.6451612903","455.413793103","1.8097213264e-41","4.03766925133e-37","9.17652102576e-39"
"group_12568","","hypothetical protein","47","58","1","562","97.9166666667","90.6451612903","455.413793103","1.8097213264e-41","4.03766925133e-37","9.17652102576e-39"
"group_7294","","hypothetical protein","47","58","1","562","97.9166666667","90.6451612903","455.413793103","1.8097213264e-41","4.03766925133e-37","9.17652102576e-39"
"group_9101","atoS","Signal transduction histidine-protein kinase AtoS","45","44","3","576","93.75","92.9032258065","196.363636364","3.02761491202e-41","6.7549116302e-37","1.40727325629e-38"
"group_7725","atoC","Regulatory protein AtoC","45","44","3","576","93.75","92.9032258065","196.363636364","3.02761491202e-41","6.7549116302e-37","1.40727325629e-38"
"rcsC","","Sensor histidine kinase RcsC","3","576","45","44","6.25","7.09677419355","0.00509259259259","3.02761491202e-41","6.75491163021e-37","1.40727325629e-38"
"atoS","","Signal transduction histidine-protein kinase AtoS","3","576","45","44","6.25","7.09677419355","0.00509259259259","3.02761491202e-41","6.75491163021e-37","1.40727325629e-38"
"group_12571","pinE_1","e14 prophage; site-specific DNA recombinase","47","59","1","561","97.9166666667","90.4838709677","446.898305085","3.24572109456e-41","7.24152833407e-37","1.47786292532e-38"
"group_12889","","hypothetical protein","48","69","0","551","100.0","88.8709677419","inf","3.36972245055e-41","7.51818775942e-37","1.50363755188e-38"
"group_12546","","hypothetical protein","48","70","0","550","100.0","88.7096774194","inf","5.68038927378e-41","1.26735165087e-36","2.48500323701e-38"
"group_9103","rcsC","Sensor histidine kinase RcsC","45","45","3","575","93.75","92.7419354839","191.666666667","6.02459073483e-41","1.34414643885e-36","2.58489699778e-38"
"clpP_3","","ATP-dependent Clp protease proteolytic subunit","48","71","0","549","100.0","88.5483870968","inf","9.52065244479e-41","2.12415276696e-36","3.5402546116e-38"
"group_10235","","hypothetical protein","48","71","0","549","100.0","88.5483870968","inf","9.52065244479e-41","2.12415276696e-36","3.5402546116e-38"
"group_10234","","hypothetical protein","48","71","0","549","100.0","88.5483870968","inf","9.52065244479e-41","2.12415276696e-36","3.5402546116e-38"
"group_12545","","hypothetical protein","48","71","0","549","100.0","88.5483870968","inf","9.52065244479e-41","2.12415276696e-36","3.5402546116e-38"
