"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p"
"yefM","","YefM antitoxin of the YoeB-YefM toxin-antitoxin pair and DNA binding transcriptional repressor","0","636","32","0","0.0","0.0","0.0","2.26457568146e-55","5.0524948029e-51","1.01049896058e-51"
"yoeB","","toxin of the YoeB-YefM toxin-antitoxin pair","0","636","32","0","0.0","0.0","0.0","2.26457568146e-55","5.0524948029e-51","1.01049896058e-51"
"group_13908","","hypothetical protein","32","0","0","636","100.0","100.0","inf","2.26457568146e-55","5.0524948029e-51","1.01049896058e-51"
"group_13905","","hypothetical protein","32","0","0","636","100.0","100.0","inf","2.26457568146e-55","5.0524948029e-51","1.01049896058e-51"
"group_13725","","hypothetical protein","32","0","0","636","100.0","100.0","inf","2.26457568146e-55","5.0524948029e-51","1.01049896058e-51"
"group_13906","","hypothetical protein","32","1","0","635","100.0","99.8427672956","inf","7.47309974881e-54","1.66732328496e-49","2.7788721416e-50"
"intS_3","","CPS-53 (KpLE1) prophage; prophage CPS-53 integrase","31","0","1","636","96.875","100.0","inf","1.44253470909e-52","3.21843918945e-48","4.59777027064e-49"
"group_13726","dnaB_1","primosome","32","3","0","633","100.0","99.5283018868","inf","1.48216478351e-51","3.3068578485e-47","4.13357231062e-48"
"group_13907","","hypothetical protein","32","4","0","632","100.0","99.3710691824","inf","1.33394830516e-50","2.97617206365e-46","3.3068578485e-47"
"group_11232","","hypothetical protein","31","2","1","634","96.875","99.6855345912","9827.0","7.59341665477e-50","1.69416718985e-45","1.54015199077e-46"
"group_551","cbeA_3","CP4-44 prophage; antitoxin of the CbtA-CbeA toxin-antitoxin system","31","2","1","634","96.875","99.6855345912","9827.0","7.59341665477e-50","1.69416718985e-45","1.54015199077e-46"
"group_4497","hisB","imidazoleglycerol-phosphate dehydratase / histidinol-phosphatase","32","6","0","630","100.0","99.0566037736","inf","6.25177105686e-49","1.3948326405e-44","1.16236053375e-45"
"group_13796","","hypothetical protein","32","7","0","629","100.0","98.8993710692","inf","3.48312958883e-48","7.77121042563e-44","5.18080695042e-45"
"group_13904","","hypothetical protein","32","7","0","629","100.0","98.8993710692","inf","3.48312958883e-48","7.77121042563e-44","5.18080695042e-45"
"hisB","","imidazoleglycerol-phosphate dehydratase / histidinol-phosphatase","0","629","32","7","0.0","1.10062893082","0.0","3.48312958883e-48","7.77121042563e-44","5.18080695042e-45"
"group_1529","","hypothetical protein","31","4","1","632","96.875","99.3710691824","4898.0","7.5071646285e-48","1.67492350027e-43","9.85249117803e-45"
"group_13724","","hypothetical protein","31","4","1","632","96.875","99.3710691824","4898.0","7.5071646285e-48","1.67492350027e-43","9.85249117803e-45"
"group_4728","","hypothetical protein","0","628","32","8","0.0","1.25786163522","0.0","1.74156479441e-47","3.88560521281e-43","1.85028819658e-44"
"group_9160","","hypothetical protein","0","628","32","8","0.0","1.25786163522","0.0","1.74156479441e-47","3.88560521281e-43","1.85028819658e-44"
"yegJ","","putative protein","32","8","0","628","100.0","98.7421383648","inf","1.74156479441e-47","3.88560521281e-43","1.85028819658e-44"
"group_9445","","hypothetical protein","32","8","0","628","100.0","98.7421383648","inf","1.74156479441e-47","3.88560521281e-43","1.85028819658e-44"
"group_9422","","hypothetical protein","31","5","1","631","96.875","99.213836478","3912.2","5.39688805303e-47","1.20409969351e-42","5.47318042505e-44"
"group_12715","yfjP_1","CP4-57 prophage; predicted GTP-binding protein","32","9","0","627","100.0","98.5849056604","inf","7.93379517454e-47","1.77010904139e-42","7.69612626692e-44"
"group_6291","","hypothetical protein","1","630","31","6","3.125","0.943396226415","0.000307219662058","3.32298083702e-46","7.41390254547e-42","3.08912606061e-43"
"group_846","","hypothetical protein","32","11","0","625","100.0","98.2704402516","inf","1.30258491684e-45","2.90619720796e-41","1.16247888318e-42"
"group_6292","","hypothetical protein","31","7","1","629","96.875","98.8993710692","2785.57142857","1.80113524148e-45","4.01851283727e-41","1.54558186049e-42"
"group_16179","","hypothetical protein","30","4","2","632","93.75","99.3710691824","2370.0","2.10824046219e-45","4.70369529519e-41","1.74210936859e-42"
"yfdT_2","","hypothetical protein","32","12","0","624","100.0","98.1132075472","inf","4.77614469508e-45","1.06560564292e-40","3.33001763412e-42"
"group_11231","","hypothetical protein","32","12","0","624","100.0","98.1132075472","inf","4.77614469508e-45","1.06560564292e-40","3.33001763412e-42"
"group_9431","","hypothetical protein","32","12","0","624","100.0","98.1132075472","inf","4.77614469508e-45","1.06560564292e-40","3.33001763412e-42"
"group_4903","mdtD","putative transport protein MdtD","32","12","0","624","100.0","98.1132075472","inf","4.77614469508e-45","1.06560564292e-40","3.33001763412e-42"
"yliE_1","","putative c-di-GMP-specific phosphodiesterase","32","12","0","624","100.0","98.1132075472","inf","4.77614469508e-45","1.06560564292e-40","3.33001763412e-42"
"group_6715","","hypothetical protein","0","623","32","13","0.0","2.04402515723","0.0","1.65328085599e-44","3.68863491779e-40","1.11776815691e-41"
"group_13811","","hypothetical protein","32","15","0","621","100.0","97.641509434","inf","1.70209200507e-43","3.79753747251e-39","1.08501070643e-40"
"group_5440","","hypothetical protein","0","621","32","15","0.0","2.35849056604","0.0","1.70209200507e-43","3.79753747251e-39","1.08501070643e-40"
"group_5441","","hypothetical protein","32","16","0","620","100.0","97.4842767296","inf","5.10627601521e-43","1.13926124175e-38","2.99805589935e-40"
"group_6240","yliF","putative diguanylate cyclase","32","16","0","620","100.0","97.4842767296","inf","5.10627601521e-43","1.13926124175e-38","2.99805589935e-40"
"yliF","","putative diguanylate cyclase","0","620","32","16","0.0","2.51572327044","0.0","5.10627601521e-43","1.13926124175e-38","2.99805589935e-40"
"group_4505","dacD","DD-carboxypeptidase, penicillin-binding protein 6b","28","2","4","634","87.5","99.6855345912","2219.0","6.73976051665e-43","1.50370796887e-38","3.85566145864e-40"
"yahB_2","","putative DNA-binding transcriptional regulator LYSR-type","31","12","1","624","96.875","98.1132075472","1612.0","2.17227744632e-42","4.84656821047e-38","1.13944883979e-39"
"yahE_2","","putative protein","31","12","1","624","96.875","98.1132075472","1612.0","2.17227744632e-42","4.84656821047e-38","1.13944883979e-39"
"yahD_2","","putative transcriptional regulator with ankyrin domain protein","31","12","1","624","96.875","98.1132075472","1612.0","2.17227744632e-42","4.84656821047e-38","1.13944883979e-39"
"group_4204","sad","NAD+-dependent succinate semialdehyde dehydrogenase","30","8","2","628","93.75","98.7421383648","1177.5","2.19606024432e-42","4.8996300111e-38","1.13944883979e-39"
"yahF_3","","putative acyl-CoA synthetase with NAD(P)-binding domain and succinyl-CoA synthetase domain protein","31","13","1","623","96.875","97.9559748428","1485.61538462","7.34093439633e-42","1.63783587316e-37","3.41215806909e-39"
"yahI_2","","putative carbamate kinase-like protein","31","13","1","623","96.875","97.9559748428","1485.61538462","7.34093439633e-42","1.63783587316e-37","3.41215806909e-39"
"group_13704","","hypothetical protein","31","13","1","623","96.875","97.9559748428","1485.61538462","7.34093439633e-42","1.63783587316e-37","3.41215806909e-39"
"group_13705","","hypothetical protein","31","13","1","623","96.875","97.9559748428","1485.61538462","7.34093439633e-42","1.63783587316e-37","3.41215806909e-39"
"group_12686","","hypothetical protein","31","13","1","623","96.875","97.9559748428","1485.61538462","7.34093439633e-42","1.63783587316e-37","3.41215806909e-39"
"group_8694","","hypothetical protein","30","9","2","627","93.75","98.5849056604","1045.0","9.48703760148e-42","2.11665295927e-37","3.60060634971e-39"
"ybjH","","putative protein","0","617","32","19","0.0","2.98742138365","0.0","1.09740142432e-41","2.4484123178e-37","3.60060634971e-39"
"fliC","","Flagellin","32","19","0","617","100.0","97.0125786164","inf","1.09740142432e-41","2.4484123178e-37","3.60060634971e-39"
"group_13748","","hypothetical protein","32","19","0","617","100.0","97.0125786164","inf","1.09740142432e-41","2.4484123178e-37","3.60060634971e-39"
"group_13749","","hypothetical protein","32","19","0","617","100.0","97.0125786164","inf","1.09740142432e-41","2.4484123178e-37","3.60060634971e-39"
"group_13745","","hypothetical protein","32","19","0","617","100.0","97.0125786164","inf","1.09740142432e-41","2.4484123178e-37","3.60060634971e-39"
"group_13746","","hypothetical protein","32","19","0","617","100.0","97.0125786164","inf","1.09740142432e-41","2.4484123178e-37","3.60060634971e-39"
"group_13740","","hypothetical protein","32","19","0","617","100.0","97.0125786164","inf","1.09740142432e-41","2.4484123178e-37","3.60060634971e-39"
"group_11245","","hypothetical protein","32","19","0","617","100.0","97.0125786164","inf","1.09740142432e-41","2.4484123178e-37","3.60060634971e-39"
"group_11244","","hypothetical protein","32","19","0","617","100.0","97.0125786164","inf","1.09740142432e-41","2.4484123178e-37","3.60060634971e-39"
"group_11242","","hypothetical protein","32","19","0","617","100.0","97.0125786164","inf","1.09740142432e-41","2.4484123178e-37","3.60060634971e-39"
"group_11241","","hypothetical protein","32","19","0","617","100.0","97.0125786164","inf","1.09740142432e-41","2.4484123178e-37","3.60060634971e-39"
"group_11240","","hypothetical protein","32","19","0","617","100.0","97.0125786164","inf","1.09740142432e-41","2.4484123178e-37","3.60060634971e-39"
"group_13735","","hypothetical protein","32","19","0","617","100.0","97.0125786164","inf","1.09740142432e-41","2.4484123178e-37","3.60060634971e-39"
"group_13739","","hypothetical protein","32","19","0","617","100.0","97.0125786164","inf","1.09740142432e-41","2.4484123178e-37","3.60060634971e-39"
"group_13752","","hypothetical protein","32","19","0","617","100.0","97.0125786164","inf","1.09740142432e-41","2.4484123178e-37","3.60060634971e-39"
"group_13751","","hypothetical protein","32","19","0","617","100.0","97.0125786164","inf","1.09740142432e-41","2.4484123178e-37","3.60060634971e-39"
"group_13750","","hypothetical protein","32","19","0","617","100.0","97.0125786164","inf","1.09740142432e-41","2.4484123178e-37","3.60060634971e-39"
