"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p"
"hslR_2","","heat shock protein Hsp15 involved in ribosome recycling","76","16","0","576","100.0","97.2972972973","inf","1.04250720296e-84","2.32593782053e-80","2.32593782053e-80"
"group_5306","","hypothetical protein","74","19","2","573","97.3684210526","96.7905405405","1115.84210526","1.56998289421e-77","3.50278883528e-73","1.75139441764e-73"
"group_13406","","hypothetical protein","74","20","2","572","97.3684210526","96.6216216216","1058.2","7.35360732901e-77","1.64066333118e-72","4.10165832794e-73"
"group_11040","","hypothetical protein","74","20","2","572","97.3684210526","96.6216216216","1058.2","7.35360732901e-77","1.64066333118e-72","4.10165832794e-73"
"intZ_1","","CPZ-55 prophage; predicted integrase","74","21","2","571","97.3684210526","96.4527027027","1006.04761905","3.31520077447e-76","7.39654444791e-72","1.47930888958e-72"
"group_4776","","hypothetical protein","74","23","2","569","97.3684210526","96.1148648649","915.347826087","6.05905262833e-75","1.35183523191e-70","2.25305871984e-71"
"group_7865","","hypothetical protein","74","24","2","568","97.3684210526","95.9459459459","875.666666667","2.46556746674e-74","5.50092757504e-70","6.8761594688e-71"
"group_5989","clpP_2","ATP-dependent Clp protease proteolytic subunit","74","24","2","568","97.3684210526","95.9459459459","875.666666667","2.46556746674e-74","5.50092757504e-70","6.8761594688e-71"
"group_1718","","hypothetical protein","74","26","2","566","97.3684210526","95.6081081081","805.461538462","3.7292849916e-73","8.32040774475e-69","9.24489749417e-70"
"yegX","","putative hydrolase","3","569","73","23","3.94736842105","3.88513513514","0.00166116955967","8.8182574824e-73","1.9674414269e-68","1.9674414269e-69"
"group_11041","","hypothetical protein","70","19","6","573","92.1052631579","96.7905405405","351.842105263","1.9152272367e-69","4.27306348781e-65","3.88460317074e-66"
"group_7743","yegX","putative hydrolase","73","30","3","562","96.0526315789","94.9324324324","455.844444444","8.27495658397e-69","1.84622556345e-64","1.53852130287e-65"
"group_7864","","hypothetical protein","74","35","2","557","97.3684210526","94.0878378378","588.828571429","2.18194208326e-68","4.86813098196e-64","3.74471613997e-65"
"group_4455","","hypothetical protein","69","19","7","573","90.7894736842","96.7905405405","297.270676692","1.24876724602e-67","2.78612460261e-63","1.99008900186e-64"
"group_8931","","hypothetical protein","0","541","76","51","0.0","8.61486486486","0.0","3.40595357298e-66","7.59902301667e-62","5.06601534445e-63"
"bcsF","","putative protein","1","531","75","61","1.31578947368","10.3040540541","0.00153170119272","5.11889730329e-60","1.14207717734e-55","7.13798235836e-57"
"group_12776","","hypothetical protein","1","521","75","71","1.31578947368","11.9932432432","0.00181701855406","9.6287019597e-57","2.14825969423e-52","1.26368217308e-53"
"ygiS","","putative transporter subunit","7","549","69","43","9.21052631579","7.26351351351","0.00794593595734","1.99707073607e-55","4.45566451925e-51","2.47536917736e-52"
